id,name,description,user_id,street_address,city,state,zip,capacity,date,deadline
940,Thoughtsphere,"Division of Left Humeral Head, Percutaneous Approach",953,73 Stuart Junction,Baltimore,Maryland,21216,67,2019-12-22 13:24:32,2019-11-13 01:04:16
941,Thoughtmix,"Insertion of Ring Ext Fix into L Ulna, Perc Endo Approach",183,07305 Prentice Road,Alexandria,Virginia,22313,57,2019-12-23 13:45:57,2019-11-19 16:55:57
942,Trudoo,"Repair Left Extraocular Muscle, Open Approach",280,22 Portage Parkway,Alexandria,Louisiana,71307,79,2019-12-21 20:34:57,2019-10-30 20:11:06
943,Zoomdog,"Bypass R Kidney Pelvis to Bladder w Nonaut Sub, Perc Endo",282,31392 Canary Court,Bozeman,Montana,59771,43,2019-12-16 09:27:22,2019-11-07 08:09:58
944,Ailane,"Revision of Intralum Dev in Great Vessel, Open Approach",529,047 Straubel Court,Pasadena,California,91125,80,2019-12-12 12:05:57,2019-11-02 19:01:02
945,Shuffletag,"Excision of Right Inguinal Region, Percutaneous Approach",588,7 Badeau Point,Columbia,Missouri,65211,93,2019-11-29 21:37:20,2019-10-28 02:23:53
946,Kwimbee,"Revision of Nonaut Sub in L Toe Phalanx, Open Approach",475,6577 Bowman Road,Sacramento,California,94237,71,2019-12-16 10:20:01,2019-11-24 14:32:13
947,Jabbersphere,"Dilate of L Ant Tib Art with 3 Drug-elut, Perc Endo Approach",585,23799 Delaware Pass,Rochester,Minnesota,55905,50,2019-12-13 05:57:57,2019-11-21 16:12:13
948,Meedoo,"Inspection of Right Ankle Joint, External Approach",194,0780 New Castle Drive,Paterson,New Jersey,07505,74,2019-12-08 16:49:32,2019-11-03 13:45:24
949,Feedmix,"Release Anal Sphincter, Percutaneous Endoscopic Approach",797,64101 Nobel Alley,Buffalo,New York,14215,58,2019-12-10 22:15:54,2019-11-24 15:03:45
950,Youtags,"Bypass Esophageal Vein to Low Vein w Synth Sub, Open",622,45008 Buhler Center,New Haven,Connecticut,06520,63,2019-12-27 03:10:55,2019-11-01 13:41:23
951,Minyx,Plain Radiography of R Pelvic Vein using L Osm Contrast,820,53294 Columbus Alley,New York City,New York,10170,60,2019-12-16 02:39:58,2019-11-07 01:39:02
952,Viva,"Lower Bones, Revision",827,1371 Spohn Center,Richmond,Virginia,23272,15,2019-12-23 06:42:19,2019-11-06 16:06:36
953,Youfeed,"Occlusion of Sigmoid Colon, Percutaneous Endoscopic Approach",264,4 Mallory Crossing,Washington,District of Columbia,20051,37,2019-12-14 12:11:08,2019-11-18 04:19:00
954,Skynoodle,"Occlusion Sup Mesent Vein w Extralum Dev, Perc Endo",977,08 6th Circle,Houston,Texas,77095,37,2019-12-09 09:01:33,2019-11-05 21:06:09
955,Demizz,"Replacement of L Toe Phalanx with Nonaut Sub, Perc Approach",970,39466 Lindbergh Pass,Dayton,Ohio,45419,19,2019-12-13 19:40:03,2019-11-10 13:30:59
956,Twitterwire,"Supplement Right Lower Arm with Synth Sub, Open Approach",638,62 Warbler Court,Virginia Beach,Virginia,23471,18,2019-12-16 13:29:40,2019-11-04 02:24:53
957,Topicshots,"Repair Cul-de-sac, Endo",665,2 Hagan Plaza,Dayton,Ohio,45414,50,2019-12-12 12:40:05,2019-11-13 20:34:22
958,Quinu,"Bypass R Pulm Art from Innom Art w Zooplastic, Open",357,84195 Pepper Wood Point,Lakewood,Washington,98498,95,2019-12-24 01:07:20,2019-11-19 23:17:35
959,Realcube,"Replace of L Int Carotid with Nonaut Sub, Perc Endo Approach",212,44 Namekagon Trail,Charleston,West Virginia,25389,77,2019-12-02 16:20:06,2019-10-29 21:32:31
960,Topdrive,"Extirpation of Matter from C-thor Jt, Open Approach",66,530 Continental Center,Glendale,Arizona,85311,99,2019-11-30 20:35:48,2019-11-16 19:39:05
961,Tagopia,"Repair Left Metatarsal, Percutaneous Endoscopic Approach",811,539 Eliot Drive,Dallas,Texas,75342,74,2019-12-19 18:51:47,2019-11-23 12:10:40
962,Voonder,"Fusion of Left Knee Joint with Autol Sub, Open Approach",525,171 Canary Trail,Shreveport,Louisiana,71130,94,2019-11-28 09:39:07,2019-11-21 11:09:56
963,Divavu,Binaural Hear Aid Assessment using Assist Listen Equipment,696,3775 Duke Circle,Cincinnati,Ohio,45243,73,2019-12-18 20:49:27,2019-10-30 03:58:06
964,Rhyloo,"Removal of Autol Sub from Lum Jt, Perc Endo Approach",104,36549 Montana Junction,Pomona,California,91797,81,2019-12-15 03:19:13,2019-11-04 15:15:23
965,Chatterpoint,"Reposition Right Basilic Vein, Percutaneous Approach",172,4543 Mayer Drive,Durham,North Carolina,27717,12,2019-12-06 13:20:08,2019-10-29 00:01:40
966,Twiyo,"Removal of Synth Sub from Thor Vertebra, Open Approach",869,1587 Summerview Alley,Milwaukee,Wisconsin,53277,74,2019-12-13 19:16:11,2019-10-27 09:04:01
967,Kanoodle,"Division of Left Abdomen Bursa and Ligament, Perc Approach",226,6 Fremont Pass,Rochester,New York,14604,67,2019-12-25 21:15:57,2019-11-11 22:41:50
968,Yakitri,"Reposition Left Shoulder Muscle, Perc Endo Approach",499,4494 7th Circle,Philadelphia,Pennsylvania,19120,85,2019-12-05 23:07:30,2019-11-22 02:28:54
969,Kwimbee,"Destruction of Left Upper Arm Tendon, Open Approach",782,436 Beilfuss Street,Mobile,Alabama,36670,18,2019-12-08 23:35:21,2019-11-08 00:43:13
970,Feedfish,"Bypass L Ext Iliac Vein to Low Vein, Perc Endo Approach",96,1 Fremont Alley,Glendale,Arizona,85311,71,2019-12-07 08:23:13,2019-11-09 16:16:27
971,Wikivu,"Occlusion of Middle Esophagus with Intralum Dev, Via Opening",173,625 Maple Wood Road,Denver,Colorado,80279,53,2019-12-08 18:58:09,2019-11-02 13:45:47
972,Flipstorm,"Restriction of Aortic Lymph with Extralum Dev, Perc Approach",342,47868 Old Gate Hill,Daytona Beach,Florida,32123,74,2019-12-02 19:08:16,2019-11-20 02:53:35
973,Leenti,"Supplement Heart with Autol Sub, Perc Approach",542,099 Lawn Park,Lynn,Massachusetts,01905,84,2019-12-27 17:34:16,2019-11-08 23:03:52
974,Youspan,"Removal of Infusion Device from Periton Cav, Open Approach",885,32536 Claremont Lane,Reno,Nevada,89595,1,2019-12-07 05:27:19,2019-11-20 03:41:30
975,Lajo,"Revision of Synth Sub in L Patella, Perc Endo Approach",926,53 Bunker Hill Place,Sioux Falls,South Dakota,57193,6,2019-12-15 01:11:11,2019-11-05 17:40:42
976,Yozio,"Supplement R Shoulder Bursa/Lig w Nonaut Sub, Open",242,5437 Kenwood Pass,Portland,Oregon,97206,31,2019-12-11 17:45:57,2019-10-28 19:31:03
977,Tambee,"Occlusion of R Ulnar Art with Intralum Dev, Perc Approach",484,558 Vera Street,Hicksville,New York,11854,93,2019-12-21 05:28:12,2019-10-31 01:16:10
978,Gigashots,"Excision of Right Lower Extremity Lymphatic, Open Approach",989,67089 Schlimgen Crossing,Springfield,Massachusetts,01105,39,2019-11-28 05:46:56,2019-11-18 15:12:39
979,Photofeed,"Repair Right Frontal Sinus, Percutaneous Approach",922,20271 Continental Center,Washington,District of Columbia,20503,56,2019-12-04 11:11:36,2019-11-12 01:31:17
980,Thoughtstorm,"Replacement of R Femor Vein with Synth Sub, Open Approach",456,6857 Welch Plaza,Milwaukee,Wisconsin,53285,9,2019-12-19 17:51:25,2019-11-04 02:29:27
981,Twitterlist,"Revision of Monitor Dev in Spinal Cord, Extern Approach",2,49 Clyde Gallagher Alley,Fresno,California,93715,96,2019-12-01 09:37:14,2019-11-10 07:38:06
982,Wordify,"Insert VAD Reservoir in L Low Arm Subcu/Fascia, Perc",506,397 Mockingbird Hill,Dallas,Texas,75221,13,2019-12-17 12:36:20,2019-11-20 04:42:19
983,Skilith,"Drainage of Left Frontal Sinus, Open Approach, Diagnostic",145,050 Colorado Court,Nashville,Tennessee,37210,3,2019-12-23 02:49:01,2019-11-04 20:24:34
984,Fivechat,Beam Radiation of Neck Lymphatics using Photons >10 MeV,53,904 Main Lane,Houston,Texas,77030,98,2019-12-06 05:56:08,2019-11-11 02:58:48
985,Chatterbridge,"Fragmentation in Pancreatic Duct, External Approach",400,64 Holy Cross Alley,Helena,Montana,59623,98,2019-12-12 18:26:13,2019-10-30 11:07:58
986,Topicware,"Replace R Thumb Phalanx w Synth Sub, Perc Endo",820,94 Novick Terrace,Jamaica,New York,11470,48,2019-12-18 21:20:12,2019-11-08 11:31:33
987,Skaboo,"Replacement of R Low Eyelid with Autol Sub, Open Approach",151,27 South Lane,Terre Haute,Indiana,47805,70,2019-12-19 01:05:52,2019-11-10 07:22:46
988,Eare,"Removal of Radioactive Element from Right Eye, Open Approach",492,05 Graceland Avenue,Lees Summit,Missouri,64082,49,2019-12-09 01:17:37,2019-10-30 14:30:23
989,Jaxworks,"Release Occipital-cervical Joint, Open Approach",599,7661 Waxwing Trail,Toledo,Ohio,43615,13,2019-12-26 08:22:32,2019-11-16 21:15:05
990,Ntags,"Restriction of Thoracic Duct, Open Approach",677,0840 Eliot Parkway,Pensacola,Florida,32526,37,2019-12-12 04:25:47,2019-11-21 04:09:24
991,Dazzlesphere,"Ear, Nose, Sinus, Supplement",619,818 Fairfield Plaza,San Diego,California,92121,44,2019-12-24 00:23:40,2019-11-26 09:27:37
992,Mudo,"Beam Radiation of Back Skin using Electrons, Intraoperative",127,2796 Elmside Park,San Antonio,Texas,78291,28,2019-11-28 11:47:28,2019-11-21 18:04:44
993,Trunyx,Magnetic Resonance Imaging (MRI) of Sella Tur/Pituitary,934,7734 Kings Crossing,Jacksonville,Florida,32244,50,2019-12-06 17:04:11,2019-11-11 11:33:51
994,Devpulse,"Drainage of Right Brachial Vein, Perc Endo Approach, Diagn",367,90 Darwin Hill,Pasadena,California,91117,38,2019-12-10 07:14:50,2019-11-01 11:44:22
995,Oozz,"Reposition Left Lower Femur with Intramed Fix, Open Approach",742,44 Victoria Trail,Baton Rouge,Louisiana,70805,62,2019-11-28 22:23:50,2019-10-28 16:43:41
996,Riffpedia,Plain Radiography of L Pulm Art using Oth Contrast,681,066 Mendota Way,Lansing,Michigan,48919,53,2019-12-16 09:09:01,2019-11-10 23:26:50
997,Miboo,"Transfer Left Lower Arm and Wrist Muscle, Open Approach",260,07 Thierer Plaza,Roanoke,Virginia,24029,12,2019-12-11 20:42:59,2019-11-04 18:51:30
998,Einti,Beam Radiation of Thymus using Photons 1 - 10 MeV,827,9 Corben Junction,West Palm Beach,Florida,33416,20,2019-11-28 23:23:32,2019-11-23 16:42:22
999,Voonix,"Alteration of L Ankle with Autol Sub, Perc Endo Approach",222,6 Elka Court,Austin,Texas,78703,65,2019-11-28 03:59:58,2019-10-28 07:30:04
1000,Pixope,"Repair Left Large Intestine, Open Approach",173,918 Independence Place,Juneau,Alaska,99812,50,2019-12-02 20:35:57,2019-11-13 10:52:34
